design_index,design_id,source_time_index,day,grid_nx,grid_ny,dx_km,operator_floor_relative,regularized_equation,reported_action,direct_action_qr,direct_action_svd,direct_qr_svd_relative_difference,direct_condition_number,direct_full_column_rank,direct_numerical_success,tangent_action,direct_tangent_lower_bound_valid,regularized_ritz_physical_action,regularized_ritz_regularizer_action,regularized_ritz_operator_action,regularized_ritz_identity_relative_error,regularized_ritz_cholesky_spectral_relative_difference,regularized_ritz_coefficient_relative_difference,regularized_ritz_condition_number,regularized_ritz_success,fv_physical_action,fv_iterations,fv_converged,fv_native_relative_residual,fv_stabilized_relative_residual,fv_unregularized_relative_residual_diagnostic,fv_weighted_mean_potential,fv_condition_proxy,fv_regularized_solve_success,underflow_cell_fraction,underflow_log10_probability_mass,compatibility_relative_residual,production_run,scientific_ranking_performed,final_test_accessed,direct_grid_relative_action_change,regularized_ritz_grid_relative_action_change,fv_grid_relative_action_change,regularization_bias_relative_to_unregularized_ritz,fv_regularized_ritz_relative_action_difference,regularized_ritz_floor_ladder_maximum_relative_change,fv_floor_ladder_maximum_relative_change,direct_reference_valid,regularized_grid_valid,regularization_bias_valid,fv_ritz_agreement_valid,floor_ladder_valid,combined_floor_case_valid
241,design_000241,50,12.5,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2639618.3064332036,2639618.3064287966,1.669566547685998e-12,1911403.366793119,True,True,1286691.2826560624,True,2623364.9849063377,989.5973202207972,2624354.5822265586,7.097536140297966e-16,6.920097736790517e-15,1.633873832148324e-10,13461919.674981616,True,2704120.689812998,273,True,9.368652004985276e-09,9.370769452939243e-09,4.845265089487406e-06,3.4737644859382687e-10,5000001.0,True,0.13249814619677633,-322.855342977164,1.0298305220720103e-15,False,False,False,1.4173498007262905e-11,1.435233313685875e-06,0.0009019137976429431,0.006158877816115578,0.030740312753398915,0.005883630284396764,0.0009861829347380877,True,True,True,True,True,True
241,design_000241,50,12.5,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2639618.3064332036,2639618.3064287966,1.669566547685998e-12,1911403.366793119,True,True,1286691.2826560624,True,2619477.048967621,1872.0232303509972,2621349.072197972,7.105673826451311e-16,5.862180906822302e-15,2.0483278833524457e-11,1447120.0959404176,True,2703850.760350246,279,True,9.368234628299957e-09,9.372379232116435e-09,3.7820929206483304e-05,3.4737644859382687e-10,500001.00000000006,True,0.13249814619677633,-322.855342977164,1.0298305220720103e-15,False,False,False,1.4173498007262905e-11,3.5061209691489655e-06,0.0008994249724648768,0.007633846750780324,0.0320797699599874,0.005883630284396764,0.0009861829347380877,True,True,True,True,True,True
241,design_000241,50,12.5,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2639618.3064332036,2639618.3064287966,1.669566547685998e-12,1911403.366793119,True,True,1286691.2826560624,True,2607953.192409413,5547.840574608433,2613501.0329840216,1.7817528343429057e-16,1.7817528343429055e-16,2.950462644380989e-12,163645.73324376502,True,2701507.448382196,301,True,7.901762732503388e-09,7.902715320049824e-09,0.0003001577901850598,-1.2631870857957342e-10,50000.99999999999,True,0.13249814619677633,-322.855342977164,1.0298305220720103e-15,False,False,False,1.4173498007262905e-11,1.0299327264826318e-05,0.0008821215001373687,0.012006271540475545,0.03549189697110425,0.005883630284396764,0.0009861829347380877,True,True,True,True,True,True
241,design_000241,50,12.5,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2639618.306395791,2639618.3063948057,3.7328854764937064e-13,1911403.3667931547,True,True,1286691.2826560526,True,2623361.2197655174,989.9625101958285,2624351.1822757134,3.0164567675607256e-15,1.7034108805048804e-14,9.959007584600679e-11,13417717.095118824,True,2706561.7752222437,610,True,9.38130632886476e-09,9.378104652594559e-09,4.983769058950337e-06,-2.320139545339103e-11,5000001.0,True,0.13271399181379612,-322.164815744371,1.3512532008663488e-15,False,False,False,1.4173498007262905e-11,1.435233313685875e-06,0.0009019137976429431,0.006158877816115578,0.030740312753398915,0.005883630284396764,0.0009861829347380877,True,True,True,True,True,True
241,design_000241,50,12.5,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2639618.306395791,2639618.3063948057,3.7328854764937064e-13,1911403.3667931547,True,True,1286691.2826560526,True,2619467.8647642112,1874.7723715166487,2621342.637135728,0.0,9.237398650967989e-15,1.9762584522717127e-11,1442322.2140135875,True,2706284.860536416,638,True,9.233555605204356e-09,9.233275204873843e-09,3.910415845120281e-05,-1.8561116362712825e-10,500001.00000000006,True,0.13271399181379612,-322.164815744371,1.3512532008663488e-15,False,False,False,1.4173498007262905e-11,3.5061209691489655e-06,0.0008994249724648768,0.007633846750780324,0.0320797699599874,0.005883630284396764,0.0009861829347380877,True,True,True,True,True,True
241,design_000241,50,12.5,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2639618.306395791,2639618.3063948057,3.7328854764937064e-13,1911403.3667931547,True,True,1286691.2826560526,True,2607926.332245993,5555.63094000281,2613481.963185996,3.563531670523329e-16,1.7817658352616653e-15,2.685393999338377e-12,163128.79791059485,True,2703892.610187705,671,True,9.728563619024053e-09,9.729153648442552e-09,0.00031113366302040556,9.280558181356412e-11,50000.99999999999,True,0.13271399181379612,-322.164815744371,1.3512532008663488e-15,False,False,False,1.4173498007262905e-11,1.0299327264826318e-05,0.0008821215001373687,0.012006271540475545,0.03549189697110425,0.005883630284396764,0.0009861829347380877,True,True,True,True,True,True
56,design_000056,60,15.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],870624.2662124997,870624.2662124658,3.89109975064369e-14,221067.2995635427,True,True,171518.0777529633,True,863677.9914810819,709.5125112561155,864387.5039923381,1.1717121027507478e-14,8.175048808846504e-14,2.6491137868843784e-10,7286282.922900853,True,907616.3575799682,267,True,9.490948339754069e-09,9.489662502701616e-09,2.8461245477053023e-06,2.9211201359026355e-10,5000001.0,True,0.07344963509347072,-323.23320643877287,1.282356313871772e-15,False,False,False,2.352711344069232e-12,4.407002874019877e-06,0.0014551142084149268,0.0079828707222641,0.04979958385632396,0.012395268457235065,0.0008122455180169157,True,True,True,True,True,True
56,design_000056,60,15.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],870624.2662124997,870624.2662124658,3.89109975064369e-14,221067.2995635427,True,True,171518.0777529633,True,860835.5853236858,1376.8224268399842,862212.4077505257,5.400772282118151e-16,1.8227606452148427e-14,3.131625779543652e-11,918732.582672346,True,907548.3758865233,280,True,9.891139457917594e-09,9.893481423671258e-09,2.7878273041825443e-05,0.0,500001.00000000006,True,0.07344963509347072,-323.23320643877287,1.282356313871772e-15,False,False,False,2.352711344069232e-12,1.113514805547376e-05,0.0014545644151988924,0.011254299705151636,0.05286164818998641,0.012395268457235065,0.0008122455180169157,True,True,True,True,True,True
56,design_000056,60,15.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],870624.2662124997,870624.2662124658,3.89109975064369e-14,221067.2995635427,True,True,171518.0777529633,True,852997.3563344426,3826.4389810343578,856823.795315477,2.717369019474335e-16,9.510791568160166e-16,1.5155174660393654e-12,103029.25698019756,True,906884.5066598902,288,True,9.612698123102074e-09,9.612167511641896e-09,0.00027109383909034986,-5.526443500356338e-11,50000.99999999999,True,0.07344963509347072,-323.23320643877287,1.282356313871772e-15,False,False,False,2.352711344069232e-12,3.3580960471155605e-05,0.0014492163947181992,0.0202791893538373,0.060814724071641006,0.012395268457235065,0.0008122455180169157,True,True,True,True,True,True
56,design_000056,60,15.0,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],870624.266214548,870624.2662143783,1.949561318359159e-13,221067.2995516163,True,True,171518.0777529769,True,863674.1852496912,709.783115083971,864383.9683647752,2.0202015438896973e-15,4.538719468605314e-14,1.3012967283042392e-10,7256309.140221766,True,908938.967586285,596,True,9.927293311460406e-09,9.930265234593043e-09,2.9363540608665187e-06,3.5962162952756083e-10,5000001.0,True,0.07391238898088213,-322.46815351954285,2.805958897287555e-16,False,False,False,2.352711344069232e-12,4.407002874019877e-06,0.0014551142084149268,0.0079828707222641,0.04979958385632396,0.012395268457235065,0.0008122455180169157,True,True,True,True,True,True
56,design_000056,60,15.0,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],870624.266214548,870624.2662143783,1.949561318359159e-13,221067.2995516163,True,True,171518.0777529769,True,860825.9997919918,1379.541419658146,862205.5412116499,1.2151834410273408e-15,3.915591087754749e-15,9.75840701906733e-12,914418.0289728002,True,908870.3864086213,622,True,9.988852579202294e-09,9.989400486947639e-09,2.878870677429445e-05,3.016181408940833e-10,500001.00000000006,True,0.07391238898088213,-322.46815351954285,2.805958897287555e-16,False,False,False,2.352711344069232e-12,1.113514805547376e-05,0.0014545644151988924,0.011254299705151636,0.05286164818998641,0.012395268457235065,0.0008122455180169157,True,True,True,True,True,True
56,design_000056,60,15.0,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],870624.266214548,870624.2662143783,1.949561318359159e-13,221067.2995516163,True,True,171518.0777529769,True,852968.7118639376,3835.994527018724,856804.7063909563,2.717429560285702e-16,1.3587147801428492e-15,2.882652189812327e-12,102544.35728994207,True,908200.6859837121,642,True,9.790517770862315e-09,9.791247633983476e-09,0.00027994442371791635,2.088125590805192e-10,50000.99999999999,True,0.07391238898088213,-322.46815351954285,2.805958897287555e-16,False,False,False,2.352711344069232e-12,3.3580960471155605e-05,0.0014492163947181992,0.0202791893538373,0.060814724071641006,0.012395268457235065,0.0008122455180169157,True,True,True,True,True,True
88,design_000088,60,15.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1462479.7747527265,1462479.7747524506,1.8865513047965735e-13,212596.65892483044,True,True,547565.1740110994,True,1448760.6493966624,1310.6062175626223,1450071.255614225,1.2524067444747213e-14,1.5783536279726297e-13,3.335031998326981e-10,7835890.189596198,True,1514607.8936860955,259,True,9.805034959270451e-09,9.828126893459433e-09,1.1743100336232467e-05,2.842170943040401e-10,5000001.0,True,0.07344963509347072,-323.1795728784741,1.7929056184387687e-15,False,False,False,1.2274523679307845e-13,1.2251590489766748e-06,0.00047536890945573066,0.009381941928585864,0.04393065324380699,0.0131755341490251,0.001076048551611121,True,True,True,True,True,True
88,design_000088,60,15.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1462479.7747527265,1462479.7747524506,1.8865513047965735e-13,212596.65892483044,True,True,547565.1740110994,True,1444423.4783660755,2284.5517885659947,1446708.0301546415,8.046911982267144e-16,2.7359500739708215e-15,1.47766018415031e-11,947346.0772155022,True,1514434.5565302656,276,True,9.671118280875166e-09,9.670408775408922e-09,9.077071222160195e-05,9.473903143468002e-11,500001.00000000006,True,0.07344963509347072,-323.1795728784741,1.7929056184387687e-15,False,False,False,1.2274523679307845e-13,4.534926206064365e-06,0.0004744249804578556,0.012350835240622061,0.04668600282927244,0.0131755341490251,0.001076048551611121,True,True,True,True,True,True
88,design_000088,60,15.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1462479.7747527265,1462479.7747524506,1.8865513047965735e-13,212596.65892483044,True,True,547565.1740110994,True,1429686.025412582,6779.080787953223,1436465.1062005353,3.2417166647327613e-16,5.024660830335756e-15,3.629721636359047e-12,105178.95570637053,True,1512991.9463597992,288,True,9.76655724974411e-09,9.763498388697797e-09,0.0006806162633292397,6.315935428978668e-11,50000.99999999999,True,0.07344963509347072,-323.1795728784741,1.7929056184387687e-15,False,False,False,1.2274523679307845e-13,1.071773919653834e-05,0.00046622289287229717,0.02243386398134671,0.05551106161666922,0.0131755341490251,0.001076048551611121,True,True,True,True,True,True
88,design_000088,60,15.0,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1462479.774752906,1462479.7747530227,7.976052351923138e-14,212596.65891237944,True,True,547565.1740111095,True,1448758.874434443,1310.0495525100357,1450068.923986953,1.156069623020847e-14,2.199743588248026e-13,4.4925606816623806e-10,7824112.044561773,True,1515328.233615977,576,True,9.417637021223526e-09,9.379813924290685e-09,1.2025452229759255e-05,-8.236495385953815e-10,5000001.0,True,0.07393389389475495,-322.4475337726201,2.226896266063767e-15,False,False,False,1.2274523679307845e-13,1.2251590489766748e-06,0.00047536890945573066,0.009381941928585864,0.04393065324380699,0.0131755341490251,0.001076048551611121,True,True,True,True,True,True
88,design_000088,60,15.0,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1462479.774752906,1462479.7747530227,7.976052351923138e-14,212596.65891237944,True,True,547565.1740111095,True,1444416.9280121909,2287.034706602465,1446703.9627187934,3.2187738425256065e-16,3.2187738425255963e-15,1.9971304082743213e-11,945735.9881079571,True,1515153.3831444546,604,True,9.79783750972815e-09,9.780560694870983e-09,9.284212062673804e-05,1.8561116362712822e-10,500001.00000000006,True,0.07393389389475495,-322.4475337726201,2.226896266063767e-15,False,False,False,1.2274523679307845e-13,4.534926206064365e-06,0.0004744249804578556,0.012350835240622061,0.04668600282927244,0.0131755341490251,0.001076048551611121,True,True,True,True,True,True
88,design_000088,60,15.0,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1462479.774752906,1462479.7747530227,7.976052351923138e-14,212596.65891237944,True,True,547565.1740111095,True,1429670.7024106288,6782.337695937706,1436453.0401065664,1.6208719474504822e-16,1.7829591421955275e-15,4.9408260308343995e-12,105002.1454939284,True,1513697.666864979,647,True,9.677864669991347e-09,9.665214659906511e-09,0.000697269274575984,2.9001744316738786e-10,50000.99999999999,True,0.07393389389475495,-322.4475337726201,2.226896266063767e-15,False,False,False,1.2274523679307845e-13,1.071773919653834e-05,0.00046622289287229717,0.02243386398134671,0.05551106161666922,0.0131755341490251,0.001076048551611121,True,True,True,True,True,True
138,design_000138,60,15.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1210983.8585251516,1210983.8585252345,6.844658461568617e-14,271246.8258266043,True,True,433112.5390135816,True,1202217.9170536047,1442.7210156354022,1203660.6380692401,8.704595492322924e-15,1.7776718349877415e-13,1.220814053500736e-10,10504779.872033864,True,1247560.8725487464,253,True,9.23549321030357e-09,9.235487316784151e-09,5.361316259671016e-06,-2.3684757858670003e-10,5000001.0,True,0.07344963509347072,-323.1285175315322,9.912906668593369e-17,False,False,False,1.3514355147856488e-12,8.578046196666663e-06,0.0004594628194504193,0.007247209852525751,0.03679631101098739,0.012186807316251422,0.0006856772867561208,True,True,True,True,True,True
138,design_000138,60,15.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1210983.8585251516,1210983.8585252345,6.844658461568617e-14,271246.8258266043,True,True,433112.5390135816,True,1197116.3090821283,2319.1861689297994,1199435.4952510581,0.0,1.9411685294934098e-16,3.000940624331713e-11,1255180.1643876925,True,1247476.6966850632,258,True,9.88615704517544e-09,9.886157709741915e-09,4.067298843226058e-05,2.3684757858670003e-10,500001.00000000006,True,0.07344963509347072,-323.1285175315322,9.912906668593369e-17,False,False,False,1.3514355147856488e-12,1.4929420878579327e-05,0.000458984176620907,0.011466231855092875,0.04082457751062343,0.012186807316251422,0.0006856772867561208,True,True,True,True,True,True
138,design_000138,60,15.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1210983.8585251516,1210983.8585252345,6.844658461568617e-14,271246.8258266043,True,True,433112.5390135816,True,1187595.7439965818,4501.062729722657,1192096.8067263043,3.9062371837612943e-16,2.148430451068708e-15,1.6143644199681682e-12,138167.0954100469,True,1246711.8607356788,278,True,9.722321647479328e-09,9.72496741496342e-09,0.00030494938156767237,2.8421709430404e-10,50000.99999999999,True,0.07344963509347072,-323.1285175315322,9.912906668593369e-17,False,False,False,1.3514355147856488e-12,3.3018013603881064e-05,0.0004543217535629924,0.019345696818724,0.047881842980422626,0.012186807316251422,0.0006856772867561208,True,True,True,True,True,True
138,design_000138,60,15.0,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1210983.858523515,1210983.858523326,1.561197379438654e-13,271246.8258153289,True,True,433112.53901360405,True,1202207.6043727738,1443.807519364563,1203651.4118921384,6.9637297715315814e-15,3.404490110526435e-14,8.788192008141407e-11,10446716.30883108,True,1248134.3438734354,555,True,9.693884955533623e-09,9.693436485783592e-09,5.4682057631354984e-06,1.5080907044704158e-10,5000001.0,True,0.0739769037225006,-322.37899953505746,1.3162175213184772e-15,False,False,False,1.3514355147856488e-12,8.578046196666663e-06,0.0004594628194504193,0.007247209852525751,0.03679631101098739,0.012186807316251422,0.0006856772867561208,True,True,True,True,True,True
138,design_000138,60,15.0,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1210983.858523515,1210983.858523326,1.561197379438654e-13,271246.8258153289,True,True,433112.53901360405,True,1197098.4368289094,2322.2231113019207,1199420.6599402113,3.882385078567442e-16,7.764770157134888e-16,1.1603570967199144e-11,1247544.785798482,True,1248049.5316717396,584,True,9.644903255058459e-09,9.64400654301187e-09,4.140703720128402e-05,2.668160477139967e-10,500001.00000000006,True,0.0739769037225006,-322.37899953505746,1.3162175213184772e-15,False,False,False,1.3514355147856488e-12,1.4929420878579327e-05,0.000458984176620907,0.011466231855092875,0.04082457751062343,0.012186807316251422,0.0006856772867561208,True,True,True,True,True,True
138,design_000138,60,15.0,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1210983.858523515,1210983.858523326,1.561197379438654e-13,271246.8258153289,True,True,433112.53901360405,True,1187556.5319441506,4511.46767188501,1192067.9996160355,1.9531657902809594e-16,9.765828951404786e-16,1.9118285038730792e-12,137330.0346283666,True,1247278.5265030211,615,True,9.35015851298479e-09,9.351739016358414e-09,0.0003106443535348031,1.972118613538236e-10,50000.99999999999,True,0.0739769037225006,-322.37899953505746,1.3162175213184772e-15,False,False,False,1.3514355147856488e-12,3.3018013603881064e-05,0.0004543217535629924,0.019345696818724,0.047881842980422626,0.012186807316251422,0.0006856772867561208,True,True,True,True,True,True
192,design_000192,60,15.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],449617.01216928655,449617.01216915046,3.026787410891992e-13,246083.07495552022,True,True,230721.6870951067,True,445895.5998495051,418.64860290968784,446314.2484524148,1.8519435304547805e-14,2.7518315839856247e-14,5.218436522345645e-11,9298265.519078597,True,461954.67732347,256,True,9.94901866275443e-09,9.948147595098017e-09,6.54991787940878e-06,7.894919286223337e-11,5000001.0,True,0.0733715802208953,-323.1782726999283,4.064304619614951e-15,False,False,False,3.414262805268689e-12,1.9001785216477123e-06,0.0003984819604918154,0.008278733904187967,0.03514978106610475,0.010407970972685332,0.0008750777323347333,True,True,True,True,True,True
192,design_000192,60,15.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],449617.01216928655,449617.01216915046,3.026787410891992e-13,246083.07495552022,True,True,230721.6870951067,True,444758.97715940885,560.9262599027281,445319.90341931157,1.307097672179707e-16,3.006324646013326e-15,2.6468144663470504e-11,1346893.6280777082,True,461913.0114969035,267,True,9.419692938933797e-09,9.421417299446856e-09,5.037787597042173e-05,7.894919286223337e-11,500001.00000000006,True,0.0733715802208953,-323.1782726999283,4.064304619614951e-15,False,False,False,3.414262805268689e-12,4.112934170429762e-06,0.0003977217692082821,0.010808897671249991,0.03752384706689396,0.010407970972685332,0.0008750777323347333,True,True,True,True,True,True
192,design_000192,60,15.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],449617.01216928655,449617.01216915046,3.026787410891992e-13,246083.07495552022,True,True,230721.6870951067,True,441258.42388139083,1629.0187962610478,442887.4426776519,1.3142766153302944e-16,5.25710646132115e-15,4.114549604875797e-12,155625.01047088648,True,461553.8233176835,282,True,9.655803994504516e-09,9.65472943403132e-09,0.0003764639013707096,5.526443500356336e-11,50000.99999999999,True,0.0733715802208953,-323.1782726999283,4.064304619614951e-15,False,False,False,3.414262805268689e-12,1.0268256616573235e-05,0.0003911352141557196,0.018600540054707924,0.04435565104795837,0.010407970972685332,0.0008750777323347333,True,True,True,True,True,True
192,design_000192,60,15.0,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],449617.01217082166,449617.012171077,5.679433862929978e-13,246083.0749417066,True,True,230721.68709512503,True,445894.7525682634,418.5756194844776,446313.32818774786,1.2259369775227055e-14,5.608009578029466e-14,1.1511864713954558e-10,9282131.06173452,True,462138.8313109902,560,True,8.752866811308275e-09,8.754455975956085e-09,6.693998722858286e-06,1.508090704470417e-10,5000001.0,True,0.07389805237163359,-322.4704375958163,5.713878268136991e-16,False,False,False,3.414262805268689e-12,1.9001785216477123e-06,0.0003984819604918154,0.008278733904187967,0.03514978106610475,0.010407970972685332,0.0008750777323347333,True,True,True,True,True,True
192,design_000192,60,15.0,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],449617.01217082166,449617.012171077,5.679433862929978e-13,246083.0749417066,True,True,230721.68709512503,True,444757.1478950141,561.5217740153485,445318.6696690294,1.0456810347830878e-15,1.4378114228267265e-14,3.2305889565636664e-11,1344191.1821003645,True,462096.7974527319,605,True,9.87069783480275e-09,9.871546596854823e-09,5.1440670455604286e-05,1.9721186135382376e-10,500001.00000000006,True,0.07389805237163359,-322.4704375958163,5.713878268136991e-16,False,False,False,3.414262805268689e-12,4.112934170429762e-06,0.0003977217692082821,0.010808897671249991,0.03752384706689396,0.010407970972685332,0.0008750777323347333,True,True,True,True,True,True
192,design_000192,60,15.0,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],449617.01217082166,449617.012171077,5.679433862929978e-13,246083.0749417066,True,True,230721.68709512503,True,441253.8929266602,1629.9674366626612,442883.86036332283,1.3142872459998057e-16,2.4971457673996308e-15,4.22402451297869e-12,155302.80431676836,True,461734.42391046276,631,True,9.936004627608698e-09,9.94094972220094e-09,0.00038546746467557586,1.392083727203462e-10,50000.99999999999,True,0.07389805237163359,-322.4704375958163,5.713878268136991e-16,False,False,False,3.414262805268689e-12,1.0268256616573235e-05,0.0003911352141557196,0.018600540054707924,0.04435565104795837,0.010407970972685332,0.0008750777323347333,True,True,True,True,True,True
223,design_000223,60,15.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1046631.7553331682,1046631.7553332575,8.531229000674458e-14,230890.49675305677,True,True,791307.9095529467,True,1041952.794244851,325.86557839724435,1042278.6598232483,3.6858718962358095e-15,1.2286239654119397e-15,7.849371734317751e-11,9614140.584007537,True,1060919.689063046,251,True,8.734861650985316e-09,8.7387795692871e-09,2.907100299204061e-06,-2.1316282072803e-10,5000001.0,True,0.07344963509347072,-323.2454733905019,6.426532832839871e-16,False,False,False,2.7050780873059245e-13,2.2107196809930077e-07,0.00043676324297074943,0.004470714185109414,0.01744886057146001,0.0036059332885435688,0.000914071540160834,True,True,True,True,True,True
223,design_000223,60,15.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1046631.7553331682,1046631.7553332575,8.531229000674458e-14,230890.49675305677,True,True,791307.9095529467,True,1041397.982946015,319.84840076815243,1041717.8313467831,6.705193190929302e-16,2.7938304962205423e-15,2.224609622539986e-11,1151209.9103361683,True,1060818.1286967706,268,True,9.281903392542948e-09,9.27671028032767e-09,1.9933180665747425e-05,-3.0000693287648667e-10,500001.00000000006,True,0.07344963509347072,-323.2454733905019,6.426532832839871e-16,False,False,False,2.7050780873059245e-13,1.0481848599836386e-06,0.0004384756618069406,0.0050016292152032975,0.017877154732231327,0.0036059332885435688,0.000914071540160834,True,True,True,True,True,True
223,design_000223,60,15.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1046631.7553331682,1046631.7553332575,8.531229000674458e-14,230890.49675305677,True,True,791307.9095529467,True,1038200.9291443314,1636.9323644286171,1039837.86150876,5.597763177137116e-16,2.3510605343975886e-15,1.437443752800404e-12,126228.8410090847,True,1059964.7341896426,284,True,8.339152874012247e-09,8.3388319697135e-09,0.00016007957729778592,-5.526443500356333e-11,50000.99999999999,True,0.07344963509347072,-323.2454733905019,6.426532832839871e-16,False,False,False,2.7050780873059245e-13,5.371485540912693e-06,0.0004507214016569762,0.008060526376549332,0.02009617223176419,0.0036059332885435688,0.000914071540160834,True,True,True,True,True,True
223,design_000223,60,15.0,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1046631.7553334513,1046631.7553334356,1.5015852869502458e-14,230890.49674956367,True,True,791307.909552946,True,1041952.5638982961,325.4304250433519,1042277.9943233394,2.233863181626763e-15,2.0551541270965796e-14,1.1641430334911189e-10,9597401.41452576,True,1060456.3183391192,565,True,9.969504689962944e-09,9.97024671920878e-09,2.957283660808647e-06,8.120488408686861e-11,5000001.0,True,0.07403425015949477,-322.4031137719033,1.3708993195601828e-15,False,False,False,2.7050780873059245e-13,2.2107196809930077e-07,0.00043676324297074943,0.004470714185109414,0.01744886057146001,0.0036059332885435688,0.000914071540160834,True,True,True,True,True,True
